url,ads_id,title,price,type,land_area,building_area,bedrooms,bathrooms,maid_bedrooms,maid_bathrooms,ruang_tamu,ruang_makan,additional_rooms,floors,certificate,address,address_road,address_city,address_district,address_subdistrict,garage_capacity,carport_capacity,facilities,description,posting_date,posting_date_month,posting_date_year,poster,electricity_capacity,house_orientation,image_url,SCHOOL,UNIVERSITY,HOSPITAL,MALL,MARKET,TRANSPORT,WORSHIP,best_persona_match,match_score,similarity_score,gap_score
https://www.olx.co.id/item/rumah-25-lt-design-arsitek-minimalis-di-bcskelapa-gadingjak-utara-iid-919051789,919051789,"Rumah 2,5 lt design arsitek minimalis di BCS,Kelapa Gading,Jak-Utara",3300000000.0,Rumah,105.0,170.0,3.0,2.0,0.0,0.0,0.0,0.0,0,2.0,SHM,,Kelapa Gading,Jakarta Utara,Kelapa Gading,Kelapa Gading,0,0,,"['dijual cepat', 'rumah bagun desain arsitek di kelapa gading bcs', 'lt 105m (7x15)', 'lb 170m', '2,5 lantai', 'kt 3', 'km 2', 'listrik 3500', 'shm', 'jalan 2,5 mobil', 'hrg jual 3,3m nego', 'deskripsi :', '1. lokasi.strategis , dekat mall gading, jalan arteri gading, pasar mandiri', '2. lingkungan aman dan tenang', '3. rumah depan mesjid', '4. dibantu kpr hingga approved', '5. dibantu nego hingga deal', 'hub: vjl', 'aifi - brighton gading park view']",8 September 2024,9,2024,Ai Fi,3500.0,,"['https://apollo.olx.co.id/v1/files/66dd271b18668-ID/image', 'https://apollo.olx.co.id/v1/files/66dd271b12e13-ID/image', 'https://apollo.olx.co.id/v1/files/66dd271cdfe9-ID/image', 'https://apollo.olx.co.id/v1/files/66dd271c50188-ID/image', 'https://apollo.olx.co.id/v1/files/66dd271d1a328-ID/image', 'https://apollo.olx.co.id/v1/files/66dd271ee018d-ID/image', 'https://apollo.olx.co.id/v1/files/66dd271f1ac4c-ID/image', 'https://apollo.olx.co.id/v1/files/66dd2720ae4fd-ID/image', 'https://apollo.olx.co.id/v1/files/66dd2720467b3-ID/image']",0,0,1,1,1,0,0,Pasangan Bekerja dengan Anak,0.6,0.8950310711051852,4.382352941176471
https://www.olx.co.id/item/jual-cepat-rumah-rapi-2-lantai-di-villa-permata-gading-kelapa-gading-iid-923536054,923536054,"Jual Cepat Rumah Rapi 2 Lantai di Villa Permata Gading, Kelapa Gading",2890000000.0,Rumah,99.0,129.0,3.0,2.0,0.0,0.0,0.0,0.0,0,2.0,,,Kelapa Gading,Jakarta Utara,Kelapa Gading,Kelapa Gading,0,0,,"['jual cepat rumah rapi 2 lantai di villa permata gading, kelapa gading, jakarta utara. rumah rapi dan siap huni ini terletak di cluster bebas banjir sangat cocok untuk keluarga muda modern yang ingin memiliki rumah di kelapa gading. rumah ini dekat dengan pusat perbelanjaan mall kelapa gading, dekat dengan sekolah-sekolah ternama (sis, lilin bangsa, yakobus, jac, bpk penabur), dan dekat dengan rumah sakit mitra keluarga kelapa gading. dengan lokasi rumah yang sangat strategis akan memudahkan anda dan seluruh keluarga beraktivitas setiap hari.']",7 September 2024,9,2024,Henrihu Ray White KGB,,,"['https://apollo.olx.co.id/v1/files/66dbb99616e31-ID/image', 'https://apollo.olx.co.id/v1/files/66dbb9974b6e7-ID/image', 'https://apollo.olx.co.id/v1/files/66dbb997d8718-ID/image', 'https://apollo.olx.co.id/v1/files/66dbb997d2c0d-ID/image', 'https://apollo.olx.co.id/v1/files/66dbb99719885-ID/image', 'https://apollo.olx.co.id/v1/files/66dbb9985a93a-ID/image']",1,0,1,1,0,0,0,Pasangan Bekerja dengan Anak,0.6,0.8950372925944821,4.382352941176471
https://www.olx.co.id/item/jual-cepat-rumah-rapi-2-lantai-di-gading-residence-kelapa-gading-iid-925435397,925435397,Jual Cepat Rumah Rapi 2 Lantai di Gading Residence Kelapa Gading,6450000000.0,Rumah,233.0,200.0,3.0,2.0,0.0,0.0,0.0,0.0,0,2.0,,,Kelapa Gading,Jakarta Utara,Kelapa Gading,Kelapa Gading,0,0,,"['jual cepat rumah rapi 2 lantai di gading residence, kelapa gading. rumah dengan luas tanah 13x18 sangat cocok untuk keluarga modern yang ingin memiliki rumah di cluster bebas banjir di kelapa gading. rumah ini berlokasi sangat strategis dekat dengan pusat perbelanjaan mall kelapa gading, dekat dengan sekolah-sekolah ternama (marie joseph, saint peter, don bosco, al-azhar, high scope), dan dekat dengan rumah sakit gading pluit. dengan lokasi rumah yang sangat strategis akan memudahkan anda dan seluruh anggota keluarga beraktivitas setiap harinya.']",6 September 2024,9,2024,Henrihu Ray White KGB,,,"['https://apollo.olx.co.id/v1/files/66daf9e452953-ID/image', 'https://apollo.olx.co.id/v1/files/66daf9e42887f-ID/image', 'https://apollo.olx.co.id/v1/files/66daf9e43fbcd-ID/image', 'https://apollo.olx.co.id/v1/files/66daf9e4dff8d-ID/image', 'https://apollo.olx.co.id/v1/files/66daf9e537905-ID/image', 'https://apollo.olx.co.id/v1/files/66daf9e5287c-ID/image', 'https://apollo.olx.co.id/v1/files/66daf9e597ada-ID/image', 'https://apollo.olx.co.id/v1/files/66daf9e657663-ID/image', 'https://apollo.olx.co.id/v1/files/66daf9e681d2f-ID/image']",1,0,1,1,0,0,0,Pasangan Bekerja dengan Anak,1.0,0.8950681155838138,4.382352941176471
https://www.olx.co.id/item/rumah-hoek-2lt-6x10-type-31kt-cluster-tahap-2-pik-2-iid-925467463,925467463,Rumah Hoek 2lt 6x10 Type  3+1KT Cluster Tahap 2 PIK 2,3100000000.0,Rumah,90.0,119.0,3.0,3.0,0.0,0.0,0.0,0.0,1,2.0,,,Tanjung Priok,Jakarta Utara,Tanjung Priok,Tanjung Priok,0,1,,"['cluster tahap 2 hoek 2lt 6x10 90m2 3+1kt rumah pik 2', 'dijual rumah cluster miami di pik 2', 'bangunan : 2 lantai', 'luas tanah : 90m (6x10 hoek)', 'luas bangunan : 119m', 'kamar tidur : 3+1', 'kamar mandi : 3+1', 'carport : 1', 'air : wtp', 'listrik : 4400 watt', 'hadap : selatan - timur', 'kondisi : unfurnished', 'sertifikat : ppjb', 'cluster miami pik 2, cluster dengan lingkungan sekitar yang aman dan nyaman. didukung oleh berbagai fasilitas umum yang memadai seperti rumah sakit, sekolah, mall dan pasar. dilengkapi dengan club house (swimming pool), row jalan depan rumah yang lebar (10 12 meter), one gate cluster entry, 24 hours security with cctv, thematic garden dengan view danau, children playground, jogging track, barbeque pits area, etc.', 'harga jual : 3,1m (nego)', 'more info:', 'brian tan', 're/max premier pik', 'specialist area pik, golf island, ebony island, pik 2, pik 2 extention', 'ana']",7 September 2024,9,2024,propertiesinbox.id,4400.0,Selatan,"['https://apollo.olx.co.id/v1/files/66dc07386baea-ID/image', 'https://apollo.olx.co.id/v1/files/66dc07395fe3-ID/image', 'https://apollo.olx.co.id/v1/files/66dc0739b8c83-ID/image', 'https://apollo.olx.co.id/v1/files/66dc0739251d3-ID/image', 'https://apollo.olx.co.id/v1/files/66dc073a48b4a-ID/image', 'https://apollo.olx.co.id/v1/files/66dc073a55b6c-ID/image', 'https://apollo.olx.co.id/v1/files/66dc073ad3107-ID/image', 'https://apollo.olx.co.id/v1/files/66dc073bb3c4e-ID/image']",1,0,1,1,1,0,0,Pasangan Bekerja dengan Anak,0.4,0.9987072807111871,4.367647058823529
https://www.olx.co.id/item/special-unit-rumah-2lt-6x15-90m-31kt-cluster-kuningan-village-pik-2-iid-925467249,925467249,Special Unit Rumah 2lt 6x15 90m 3+1KT Cluster Kuningan Village PIK 2,3650000000.0,Rumah,90.0,106.0,3.0,3.0,0.0,0.0,0.0,0.0,1,2.0,,,Tanjung Priok,Jakarta Utara,Tanjung Priok,Tanjung Priok,0,1,,"['special unit cluster kuningan village 6x15 2lt 3+1kt rumah pik 2', 'bangunan : 2 lantai', 'luas tanah : 90m (6x15)', 'luas bangunan : 106m', 'kamar tidur : 3+1', 'kamar mandi : 3+1', 'carport : 1', 'air : wtp', 'listrik : 4400 watt', 'hadap : utara', 'kondisi : unfurnished', 'sertifikat : ppjb', 'kuningan village pik 2 adalah cluster eksklusif di tengah kawasan cbd pik 2. berlokasikan strategis, dekat dengan berbagai fasilitas pik2 yang dapat ditempuh cukup berjalan kaki saja. selangkah menuju asian town pik 2, thiong bahru market, chinesse market, grand shanghai, chocolatte village, lotte mall, green belt. dilengkapi dengan club house, 24 hours security, cctv.', 'harga jual : 3,65m (nego)', 'more info:', 'brian tan', 're/max premier pik', 'specialist area pik, golf island, ebony island, pik 2, pik 2 extention', 'ana']",7 September 2024,9,2024,propertiesinbox.id,4400.0,Utara,"['https://apollo.olx.co.id/v1/files/66dc076263a1c-ID/image', 'https://apollo.olx.co.id/v1/files/66dc0762dcf34-ID/image', 'https://apollo.olx.co.id/v1/files/66dc07632fbbd-ID/image', 'https://apollo.olx.co.id/v1/files/66dc07633cc7-ID/image', 'https://apollo.olx.co.id/v1/files/66dc0763c981e-ID/image', 'https://apollo.olx.co.id/v1/files/66dc076386c7a-ID/image', 'https://apollo.olx.co.id/v1/files/66dc076464213-ID/image', 'https://apollo.olx.co.id/v1/files/66dc076455ce4-ID/image']",0,0,1,1,1,0,0,Pasangan Bekerja dengan Anak,0.4,0.8936708597331702,4.338235294117647
https://www.olx.co.id/item/dijual-rumah-layak-huni-ditaman-pegangsaan-indah-kelapa-gading-jakarta-iid-925414134,925414134,DIJUAL RUMAH LAYAK HUNI DITAMAN PEGANGSAAN INDAH KELAPA GADING JAKARTA,1400000000.0,Rumah,64.0,140.0,3.0,2.0,0.0,0.0,0.0,0.0,0,5.0,SHM,,Kelapa Gading,Jakarta Utara,Kelapa Gading,Kelapa Gading,0,0,,"['dijual rumah layak huni di taman pegangsaan indah kelapa gading jakarta utara', 'bangunan 2,5 lantai', 'lt 4x16= 64m2', 'lb 140m2', 'kt 3', 'km 2', 'hadap timur', 'shm', 'pln 2200w', 'air pam', 'harga 1.4m nego', 'ag', 'dekat dengan beberapa sekolah, rumah sakit, pusat belanja, mall, pusat kuliner, pasar tradisional, dll', 'dekat dengan sedayu city kelapa gading']",6 September 2024,9,2024,Inoe AOHI,2200.0,Timur,"['https://apollo.olx.co.id/v1/files/66da88cd8d4b2-ID/image', 'https://apollo.olx.co.id/v1/files/66da88ce2f884-ID/image', 'https://apollo.olx.co.id/v1/files/66da88ce5ed37-ID/image', 'https://apollo.olx.co.id/v1/files/66da88ceb987a-ID/image', 'https://apollo.olx.co.id/v1/files/66da88cf5e9a-ID/image', 'https://apollo.olx.co.id/v1/files/66da88cf577a0-ID/image', 'https://apollo.olx.co.id/v1/files/66da88cf1c5ac-ID/image', 'https://apollo.olx.co.id/v1/files/66da88cf3c240-ID/image']",1,0,1,1,1,0,0,Pasangan Bekerja dengan Anak,0.6,0.9998798276776713,4.323529411764706
https://www.olx.co.id/item/rumah-bagus-ini-lagi-lagi-turun-harga-dan-murah-iid-924248655,924248655,rumah Bagus ini lagi lagi turun harga dan murah,2650000000.0,Rumah,120.0,240.0,4.0,2.0,0.0,0.0,0.0,0.0,0,2.0,SHM,,Pantai Indah Kapuk,Jakarta Utara,Pantai Indah Kapuk,Pantai Indah Kapuk,0,0,,"['turun harga lagi sekarang jadi2,65 m negogrisenda pikukuran : 6x 20 m2 2 lantai kt : 4 km: 2 surat shm.hadap barat selling point: lokasi strategis lingkungan bersih dan nyaman keamanan 24 jam kawasan bebas banjir australian school sacred heart pik jakarta dekat dengan pusat perbelanjaan seperti transmart emporium pluit dan emporium pluit mall.dekat dengan fasilitas umum seperti rumah sakit atma jaya, gerbang tol pluit 1 pasar pluit.dekat dengan fasilitas pendidikan seperti sd, smp dan sma dharma suci.', 'hubungi : lince quality propertigading serpong']",7 September 2024,9,2024,Theresia Lince,,Barat,"['https://apollo.olx.co.id/v1/files/66db609edf47a-ID/image', 'https://apollo.olx.co.id/v1/files/66db609f9704b-ID/image', 'https://apollo.olx.co.id/v1/files/66db609f9af73-ID/image', 'https://apollo.olx.co.id/v1/files/66db60a028fa4-ID/image', 'https://apollo.olx.co.id/v1/files/66db60a01ebfb-ID/image', 'https://apollo.olx.co.id/v1/files/66db60a0aef72-ID/image', 'https://apollo.olx.co.id/v1/files/66db60a141b3d-ID/image', 'https://apollo.olx.co.id/v1/files/66db60a190108-ID/image', 'https://apollo.olx.co.id/v1/files/66db60a1baa2e-ID/image', 'https://apollo.olx.co.id/v1/files/66db60a2c6f92-ID/image', 'https://apollo.olx.co.id/v1/files/66db60a2c8fb-ID/image', 'https://apollo.olx.co.id/v1/files/66db60a26f278-ID/image', 'https://apollo.olx.co.id/v1/files/66db60a3721d1-ID/image', 'https://apollo.olx.co.id/v1/files/66db60a3c6dd7-ID/image', 'https://apollo.olx.co.id/v1/files/66db60a3222b5-ID/image', 'https://apollo.olx.co.id/v1/files/66db60a373d30-ID/image', 'https://apollo.olx.co.id/v1/files/66db60a41451-ID/image', 'https://apollo.olx.co.id/v1/files/66db60a4b4764-ID/image']",1,0,1,1,1,1,0,Pasangan Bekerja dengan Anak,0.6,0.912539481890321,4.323529411764706
https://www.olx.co.id/item/park-serpong-tahap-3-by-lippo-karawaci-open-nup-tipe-cendana-suites-iid-924712153,924712153,PARK SERPONG Tahap 3 by Lippo Karawaci OPEN NUP Tipe CENDANA SUITES,943000000.0,Rumah,80.0,89.0,3.0,3.0,0.0,0.0,0.0,0.0,0,1.0,,,Pantai Indah Kapuk,Jakarta Utara,Pantai Indah Kapuk,Pantai Indah Kapuk,0,0,,"['open nup park serpong tahap 3 by lippo karawaci tbk. launching / pilih unit akan dilakukan akhir bulan oktober 2024.', 'kota mandiri 400ha lokasi diapit dengan developer besar seperti lippo karawaci, summarecon, bsd, dan paramount.', 'promo :', '- dp start 2.5%', '- spesial harga launching', '- cashback 8 juta + 8.5 juta', '- free voucher belanja', '- free ac', '- free biaya kpr (free biaya akad, admin, provisi, asuransi jiwa kebakaran)', 'fasilitas cluster :', 'club house dilengkapi taman dan kolam renang', 'ev charging station', 'jogging track', 'bycicle track', 'outdoor gym', 'shuttle bus', 'future mrt', 'instalasi kabel bawah tanah', '- 10 menit ke tol karawaci (jkt-tgr) tol legok (jkt-serpong)', '- 5 menit ke gading serpong', '- 10 menit ke pusat karawaci dan bsd', '- dekat fasilitas2 yg sudah jadi dan ramai : mall, rs, sekolah dan universitas uph, umn, pradita dll', '- dekat dengan pasar modern dan tradisional', 'ricky, marketing inhouse lippo group, siap memberikan konsultasi property gratis 24 jam.', 'note: ricky bukanlah agen/broker, melainkan bagian dari tim pemasaran resmi lippo group.']",19 September 2024,9,2024,Ricky Lippo Homes,,,"['https://apollo.olx.co.id/v1/files/66ec42e5db217-ID/image', 'https://apollo.olx.co.id/v1/files/66ec42e6a1c1c-ID/image', 'https://apollo.olx.co.id/v1/files/66ec42e789a2d-ID/image', 'https://apollo.olx.co.id/v1/files/66ec42e73ecc8-ID/image', 'https://apollo.olx.co.id/v1/files/66ec42e8b9da4-ID/image', 'https://apollo.olx.co.id/v1/files/66ec42e8ac6e1-ID/image', 'https://apollo.olx.co.id/v1/files/66ec42e9151ea-ID/image', 'https://apollo.olx.co.id/v1/files/66ec42e933b89-ID/image', 'https://apollo.olx.co.id/v1/files/66ec42ea9dca5-ID/image', 'https://apollo.olx.co.id/v1/files/66ec42eb4e5d7-ID/image', 'https://apollo.olx.co.id/v1/files/66ec42eb5ec6f-ID/image', 'https://apollo.olx.co.id/v1/files/66ec42ec7859a-ID/image', 'https://apollo.olx.co.id/v1/files/66ec42ec35905-ID/image']",1,1,1,1,1,1,0,Pasangan Bekerja dengan Anak,0.4,0.9126646560303444,4.294117647058823
https://www.olx.co.id/item/colony-himalaya-rumah-sultan-2-lantai-by-lippo-karawaci-on-progres-80-iid-920905156,920905156,COLONY HIMALAYA Rumah Sultan 2 Lantai by LIPPO KARAWACI ON Progres 80%,2600000000.0,Rumah,128.0,142.0,5.0,4.0,0.0,0.0,0.0,0.0,1,2.0,,,Pantai Indah Kapuk,Jakarta Utara,Pantai Indah Kapuk,Pantai Indah Kapuk,0,1,,"['merupakan rumah mewah di kawasan lippo karawaci sentral yang berlokasi di taman himalaya lippo karawaci dengan progres 80% siap serah terima unit tahun 2024.', 'tipe unit terbagi 2 :', '- colony himalaya standar 6,8x16m', 'rumah 2 lantai', 'luas tanah : 108,8m2', 'luas bangunan : 126 m2', '4+1 kamar tidur', '3+1 kamar mandi', '- colony himalaya corner 6,8 + var x 16 m', 'rumah 2 lantai', 'luas tanah : 142,7m2', 'luas bangunan : 128 m2', '4+1 kamar tidur', '3+1 kamar mandi', 'spesial promo :', 'dp start 5%', 'cashback 63 juta', 'free carport canopy 20 jt', 'free ac', 'free voucher belanja', 'free biaya kpr (free biaya akad, provisi, admin, asuransi)', 'cukup booking 12 juta tanpa biaya lainnya', 'lokasi strategis', '1. selangkah menuju ruko hive himalaya berlokasi didepan gate himalaya', '2. dekat dengan kampus sekolah tinggi teologi harvest, sph,uph,sdh', '3. 5 menit ke tol jakarta tangerang, supermall karawaci, maxxbox, pusat kuliner, hypermart, tempat ibadah, benton junction.', '4. dekat menuju rs international siloam, rsu siloam.', '5. dekat menuju access mrt east-west line', 'ricky, marketing inhouse lippo group, siap memberikan konsultasi property gratis 24 jam.', 'note: ricky bukanlah agen/broker, melainkan bagian dari tim pemasaran resmi lippo group.']",17 September 2024,9,2024,Ricky Lippo Homes,,,['https://statics.olx.co.id/olxid/misc/emptyState_v1.png'],1,1,1,1,1,1,0,Pasangan Bekerja dengan Anak,0.2,0.9067697006437785,4.1911764705882355
https://www.olx.co.id/item/rumah-3-lantai-di-katamaran-indah-pik-1-jakarta-utara-iid-925491662,925491662,"Rumah 3 lantai di Katamaran Indah, PIK-1, Jakarta Utara",16800000000.0,Rumah,358.0,800.0,7.0,7.0,0.0,0.0,0.0,0.0,1,3.0,,,Pantai Indah Kapuk,Jakarta Utara,Pantai Indah Kapuk,Pantai Indah Kapuk,2,0,,"['dijual rumah cluster katamaran, pik-1, jakarta utara', 'rumah bagus, nyaman 3 lantai di pantai indah kapuk.', 'halaman luas, berada dalam cluster dengan fasilitas keamanan 24 jam.', 'selain bangunan berkualitas, spesifikasinya uga mumpuni.', '- luas tanah 358 m2', '- luas bangunan 800 m2', '- kamar tidur 6 + 1', '- kamar mandi 6+1', '- listrik 11.000', '- air', '- garasi 2 + 2', '- dekat sekolah bina bangsa pik, tzu chi school, saint nicholas school, singapore school', '- dekat rs tzu chi, dan akan segera dibangun rs hermina', '- dekat pasar tradisional fresh market', 'lokasi sangat strategis. hanya selangkah menuju mall dan pusat pertokoan. dengan 16,8 m (nego), anda sudah bisa mendapatkan rumah premium di pik 1']",8 September 2024,9,2024,Ester Oey My Pro PIK,11000.0,,"['https://apollo.olx.co.id/v1/files/66dd2900ef5a5-ID/image', 'https://apollo.olx.co.id/v1/files/66dd29011699a-ID/image', 'https://apollo.olx.co.id/v1/files/66dd2901ccd2a-ID/image', 'https://apollo.olx.co.id/v1/files/66dd2902910cb-ID/image', 'https://apollo.olx.co.id/v1/files/66dd2902e3b69-ID/image', 'https://apollo.olx.co.id/v1/files/66dd290358067-ID/image', 'https://apollo.olx.co.id/v1/files/66dd2904c8b6c-ID/image', 'https://apollo.olx.co.id/v1/files/66dd2904cc97a-ID/image', 'https://apollo.olx.co.id/v1/files/66dd29048793d-ID/image']",1,0,1,1,1,0,0,Pasangan Bekerja dengan Anak,0.4,0.949921968367676,3.985294117647059
