type,land_area,building_area,bedrooms,bathrooms,floors,hospital,school,market,mall,transport,facility_ac,facility_carport,facility_garasi,facility_garden,facility_stove,facility_oven,facility_refrigerator,facility_microwave,facility_pam,facility_water_heater,facility_gordyn
Rumah,168,140,3,2,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
