url,ads_id,title,price,type,land_area,building_area,bedrooms,bathrooms,maid_bedrooms,maid_bathrooms,ruang_tamu,ruang_makan,additional_rooms,floors,certificate,address,address_road,address_city,address_district,address_subdistrict,garage_capacity,carport_capacity,facilities,description,posting_date,posting_date_month,posting_date_year,poster,electricity_capacity,house_orientation,image_url,SCHOOL,UNIVERSITY,HOSPITAL,MALL,MARKET,TRANSPORT,WORSHIP
https://www.olx.co.id/item/premier-promenade-tipe-lavender-iid-913163710,913163710,Premier Promenade Tipe Lavender,2988000000.0,Rumah,140.0,140.0,4,3,0.0,1.0,1.0,1.0,1,2.0,,,Pancoran Mas,Depok Kota,Pancoran Mas,Pancoran Mas,0,1,,"['premier promenade tipe lavender merupakan tipe rumah 2 lantai yang dilengkapi dengan :', '- luas bangunan 140 m2', '- luas tanah 140 m2', '- 4 kamar tidur', '- 1 kamar tidur pembantu', '- 3 kamar mandi', '- 1 kamar mandi pembantu', '- ruang tamu', '- ruang makan', '- ruang santai', '- dapur', '- taman belakang', '- balkon', '- carport untuk 2 mobil', 'keunggulan dari premier promenade :', '- suasana perumahan yang sejuk.', '- berada di lokasi strategis, depok.', '- dikembangkan oleh developer terpercaya.', '- 2 menit menuju rs anak negeri.', '- 2 menit menuju sd dai an-nur.', '- 5 menit menuju tol depok antasari.', '- 15 menit menuju stasiun citayam.', '- 20 menit menuju cbd jakarta.', '- 25 menit menuju pondok indah mall.', 'fasilitas yang terdapat di premier promenade :', '- club house', '- jogging track', '- kids playground', '- gardenia avenue', '- public facility', '- bbq area', '- 24 hour security']",14 September 2024,9,2024,Ayu Putri,,,"['https://apollo.olx.co.id/v1/files/66ebef7ee546-ID/image', 'https://apollo.olx.co.id/v1/files/66ebef7ed7a05-ID/image', 'https://apollo.olx.co.id/v1/files/66ebef7eed4a5-ID/image', 'https://apollo.olx.co.id/v1/files/66ebef7f18a5b-ID/image', 'https://apollo.olx.co.id/v1/files/66ebef7f2a28-ID/image', 'https://apollo.olx.co.id/v1/files/66ebef7fdbe51-ID/image', 'https://apollo.olx.co.id/v1/files/66ebef808e4ef-ID/image', 'https://apollo.olx.co.id/v1/files/66ebef80c7a3b-ID/image', 'https://apollo.olx.co.id/v1/files/66ebef8029efb-ID/image', 'https://apollo.olx.co.id/v1/files/66ebef81b7ad7-ID/image', 'https://apollo.olx.co.id/v1/files/66ebef812ceb2-ID/image', 'https://apollo.olx.co.id/v1/files/66ebef811c162-ID/image', 'https://apollo.olx.co.id/v1/files/66ebef814c7ea-ID/image', 'https://apollo.olx.co.id/v1/files/66ebef8224cd9-ID/image']",1,0,1,1,0,1,0
https://www.olx.co.id/item/cuma-165-jt-bayar-3x-surat-shm-iid-925514153,925514153,"Cuma 165 jt , bayar 3x , surat SHM",165000000.0,Rumah,25.0,21.0,2,1,0.0,0.0,1.0,0.0,1,1.0,SHM,Kota depok,Sawangan,Depok Kota,Sawangan,Sawangan,1,1,"['AC', 'Carport', 'Garasi', 'Garden', 'Gordyn', 'PAM', 'Telephone']","['rumah cluster terlaris di depok', 'lokasi bebas dari banjir', 'tidak ada sutet dan tidak ada makam', 'akses jalan lebar ( masuk 3 mobil )', 'harga 165 juta cash', 'bisa cash bertahap 3x bayar', 'tidak di kpr', 'tidak di kredit', 'legalitas :', 'shm', 'imb', 'pbb', 'fasilitas :', 'pos security', 'cctv', 'system keamanan 24 jam', 'jalan lebar masuk 3 mobil', 'musollah', 'lt : 25m', 'lb : 21m', 'kamar tidur : 2', 'kamar mandi : 1', 'ruang tamu', 'dapur', 'garasi', 'taman', 'teras', 'tersedia type :', '30/40', '36/50', '40/60', '40/70', '45/80', '50/90', '60/100', '65/120', 'harga sudah termasuk :', 'biaya notaris', 'biaya balik nama shm', 'biaya surat - surat', 'torn air', 'air pdam', 'listrik token 1300 kwh', 'ac 1 unit', 'spesifikasi :', 'pondasi batu kali + cakar ayam + sloop cor', 'dinding hebel , dobel dinding', 'closed duduk', 'listrik token 1300 watt', 'air pdam', 'pintu panel.', 'kusen alumunium', 'atap genteng', 'rangka atap baja ringan', 'plafond gypsum', 'lantai granit 60x60', 'lokasi strategis , ramai dan padat penduduk', 'lokasi ga ribet masuk2 gang', 'ke stasiun depok 5 menit', 'ke stasiun citayam 5 menit', 'dekat pintu tol sawangan', 'dekat sekolah smk almutadin', 'dekat sekolah smk izzata', 'dekat sekolah smp negri 9 depok', 'dekat sekolah smp fazar plus', 'dekat sekolah smp darma pertiwi', 'dekat sekolah cakra buana', 'dekat sekolah al - azhar', 'dekat kampus ui , bsi , gunadarma', 'dekat alfamart , indomart , alfamidi , atm', 'dekat mall depok , itc depok , plaza depok', 'dekat depok town square', 'dekat margocity', 'dekat pasar tradisional dan swalayan', 'dekat puskesmas , apotik , klinik , bidan', 'dekat rs bakti yudha , rs hermina , rs citama', 'dekat rs mitra keluarga , rsud depok', 'dekat wisata air dan wisata kuliner', 'dekat alun - alun kota depok , dll .', '"" info lebih lengkap via whatsapp ""']",8 September 2024,9,2024,Yanti,,,"['https://apollo.olx.co.id/v1/files/66dd4772d0ecb-ID/image', 'https://apollo.olx.co.id/v1/files/66dd47738c8d-ID/image', 'https://apollo.olx.co.id/v1/files/66dd47746458b-ID/image', 'https://apollo.olx.co.id/v1/files/66dd4775224cb-ID/image', 'https://apollo.olx.co.id/v1/files/66dd47769e58b-ID/image', 'https://apollo.olx.co.id/v1/files/66dd4776b970c-ID/image', 'https://apollo.olx.co.id/v1/files/66dd4777f146b-ID/image', 'https://apollo.olx.co.id/v1/files/66dd4777b3eea-ID/image', 'https://apollo.olx.co.id/v1/files/66dd477881c65-ID/image', 'https://apollo.olx.co.id/v1/files/66dd477979699-ID/image', 'https://apollo.olx.co.id/v1/files/66dd477936200-ID/image', 'https://apollo.olx.co.id/v1/files/66dd477a177b-ID/image', 'https://apollo.olx.co.id/v1/files/66dd477ba8317-ID/image', 'https://apollo.olx.co.id/v1/files/66dd477cd1a80-ID/image', 'https://apollo.olx.co.id/v1/files/66dd477dd3053-ID/image', 'https://apollo.olx.co.id/v1/files/66dd477ecde70-ID/image', 'https://apollo.olx.co.id/v1/files/66dd477f851dd-ID/image', 'https://apollo.olx.co.id/v1/files/66dd47808577d-ID/image']",1,1,1,1,1,1,0
https://www.olx.co.id/item/rumah-baru-baru-iid-925513401,925513401,Rumah Baru Baru,450000000.0,Rumah,70.0,50.0,2,2,0.0,0.0,0.0,0.0,0,1.0,SHM,Citayem,Citayam,Depok Kota,Citayam,Citayam,1,1,"['Carport', 'Garasi']",['rumah baru hanya 11 unit'],8 September 2024,9,2024,Herman Karianto,,,"['https://apollo.olx.co.id/v1/files/66dd42f797deb-ID/image', 'https://apollo.olx.co.id/v1/files/66dd42f8e93b6-ID/image', 'https://apollo.olx.co.id/v1/files/66dd42f8d0297-ID/image', 'https://apollo.olx.co.id/v1/files/66dd42f9e4ac3-ID/image', 'https://apollo.olx.co.id/v1/files/66dd42fa4638b-ID/image', 'https://apollo.olx.co.id/v1/files/66dd42fbc21c9-ID/image']",0,0,0,0,0,0,0
https://www.olx.co.id/item/rumah-dua-lantai-murah-iid-921417767,921417767,RUMAH DUA LANTAI MURAH,985000000.0,Rumah,72.0,144.0,3,3,0.0,0.0,1.0,0.0,1,2.0,HGB,"Perumahan Bumi Sawangan Indah 1, Pengasinan, Sawangan, Depok.",Sawangan,Depok Kota,Sawangan,Sawangan,0,1,"['Water heater', 'Carport', 'Stove', 'Gordyn', 'AC']","['bismillaaaah', 'dijual rumah dua lantai dengan kondisi masih baru.', 'fasilitas yang didapat:', '1 set sofa letter l (informa)', '1 meja ruang tamu (informa)', '1 smart tv samsung 65inch', '1 kompor tanam elektrolux', '1 cooker hood elektrolux', '3 ac samsung', '3 closet cotto', '1 water heater 30l (polaris)', '1 tong air 800l (mpoin) w;khaki', '1 kabinet bawah tangga', '1 kabinet dapur', '1 kabinet sepatu', '5 set gordyn & 3 set u/ ganti cuci', '3 lukisan besar', '2 cermin besar', '3 set cermin & ambalan toilet', '2 pot bunga artifisial', '1 tangga besi 3m (krisbow)', '1 rak sepatu dinding (informa)', '~ pajangan2 dinding lainnya', 'rumah memiliki void, sehingga sirkulasi udara terjaga.', 'lingkungan aman (ada petugas ronda)', 'lingkungan tenang (tidak ada lalu lalang kendaraan yg intens)', 'sertifikat hgb', 'sudah pecah kavling', 'bisa ditingkatkan ke shm', 'untuk lebih jelasnya bisa datang ke lokasi. kami nantikan kedatangan bapak & ibu.', 'terima kasih']",5 September 2024,9,2024,Fiena,,,"['https://apollo.olx.co.id/v1/files/665f92e634094-ID/image', 'https://apollo.olx.co.id/v1/files/665f92e647359-ID/image', 'https://apollo.olx.co.id/v1/files/665f92e6b90e8-ID/image', 'https://apollo.olx.co.id/v1/files/665f92e7be0a-ID/image', 'https://apollo.olx.co.id/v1/files/665f92e787845-ID/image', 'https://apollo.olx.co.id/v1/files/665f92e71c30c-ID/image', 'https://apollo.olx.co.id/v1/files/665f92e86a013-ID/image', 'https://apollo.olx.co.id/v1/files/665f92e83a432-ID/image', 'https://apollo.olx.co.id/v1/files/665f92e8c0571-ID/image', 'https://apollo.olx.co.id/v1/files/665f92e868ebf-ID/image', 'https://apollo.olx.co.id/v1/files/665f92e9a15d2-ID/image', 'https://apollo.olx.co.id/v1/files/665f92e952cc0-ID/image', 'https://apollo.olx.co.id/v1/files/665f92e9bc8f2-ID/image', 'https://apollo.olx.co.id/v1/files/665f92e989860-ID/image', 'https://apollo.olx.co.id/v1/files/665f92ead9b05-ID/image', 'https://apollo.olx.co.id/v1/files/665f92ea44389-ID/image']",1,0,0,0,0,0,0
https://www.olx.co.id/item/pangeran-residence-5-menit-stasiun-depokpromo-harga-potongan-15-iid-925514540,925514540,"pangeran residence 5 menit stasiun Depok,promo harga potongan 15%",276250000.0,Rumah,50.0,36.0,3,1,0.0,0.0,0.0,0.0,1,2.0,SHM,Jalan Raya cagar alam kecamatan Pancoran mas kota Depok,Pancoran Mas,Depok Kota,Pancoran Mas,Pancoran Mas,1,1,"['AC', 'Carport', 'Garasi', 'Garden', 'Gordyn', 'PAM', 'Telephone']","['( pangeran residence )', 'diskon potongan harga 15% husus bulan september', '• perumahan cluster mezanin scandinavian', '• total rumah 200 unit', '• keamanan security 24 jam', '• dari jalan utama hanya 300 meter', '• 100% bebas banjir', '• jalan utama lebar 8 meter', '• jalan perblok 5 meter', '• jalan cor beton', 'fasos fasum :', '• sarana ibadah mushola', '• fasilitas kesehatan pos yandu', '• taman bermain anak', '• cctv', 'keamanan  :', '• pos security 24 jam', '• gerbang di pintu masuk & di pintu keluar', 'legalitas surat-surat :', '• sertifikat hak milik (shm)', '• ijin mendirikan bangunan (imb)', '• pajak bumi bangunan (pbb)', 'tersedia type mezzanine :', '• type 35/50m² rp.325 juta', '• type 35/60m² rp.375 juta', '• type 36/70m² rp.410 juta', '• type 36/80m² rp.445 juta', '• type 36/80m² rp.450 juta', '• type 36/90m² rp.480 juta', '• type 36/100m² rp.515 juta', '• nego harga langsung di lokasi', 'spesifikasi bangunan :', '• pondasi : batu kali + dabel sloop cor bertulang besi', '• dinding : bata hebel + double dinding + plester + aci + cat', '• lantai : granite 60x60', '• kusen : kayu maranti oven', '• pintu utama & kamar panel', '• plafon : gypsum + rangka holow', '• rangka atap : baja ringan sni', '• genteng : keramik morando', '• sanitair : dinding keramik, kloset duduk, shower', '• air bersih : sumur bor kedalaman 15-20 meter + mesin air jet pump', '• toren penampung air 500 liter', '• listrik : 1300 watt', '• carport mobil rabbat beton', '• sepiteng kedalaman 4 meter', '• taman depan + keran air', 'selling point :', '• 3 menit jalan utama', '• 3 menit indomaret / alfamart', '• 5 menit stasiun depok lama', '• 5 menit rs bhakti yudha', '• 7 menit rs bunda aliya', '• 7 menit pusat kota depok jalan margonda raya', '• 7 menit mall itc, plaza depok, d-mall', '• 10 menit mall depok town square & margo city', '• 10 menit puntu tol margonda', '• 10 menit pintu tol kukusan beji', '• dekat sarana pendidikan, sd negeri, smp, sma, smk', '• dekat pusat perbelanjaan / swalayan', '• dekat masjid, swalayan, atm center, clinik / bidan', 'free biaya bphtb :', '• biaya pecah & balik nama surat-surat (shm)', '• biaya notaris', '• biaya imb', '• biaya ppjb', '• biaya pemasangan intalasi listrik 1300 watt', '• biaya pemasangan pam', 'bonus :', '• mezanine 2.5x2.5 = 5m²', '• ac', '• smart door lock', '• cctv', '• canopy', '• pagar gerbang', '• taman depan', 'alamat :', 'jalan pitara raya', 'kp kavlink sempu indah', 'kec. cipayung', 'kel. cipayung', 'kota depok', 'tlp / whatsapp ( achmad ⁰⁸¹²-⁹³¹¹-¹¹⁰⁹ )']",8 September 2024,9,2024,( achmad ⁰⁸¹²-⁹³¹¹-¹¹⁰⁹ ),1300.0,,['https://statics.olx.co.id/olxid/misc/emptyState_v1.png'],1,0,1,1,0,1,1
https://www.olx.co.id/item/rumah-siap-huni-dicinangka-sawangan-depok-iid-924977942,924977942,RUMAH SIAP HUNI DICINANGKA SAWANGAN DEPOK,399000000.0,Rumah,67.0,54.0,3,1,0.0,0.0,0.0,0.0,0,1.0,,Komplek kokom cinangka sawangan depok,Bojongsari,Depok Kota,Bojongsari,Bojongsari,0,0,AC,"['dijual rumah siap huni', 'lt : 67 m', 'lb : 54 m', 'kt : 3', 'km : 1', 'surat : ajb', 'lokasi : komplek kokom', 'cinangka sawangan depok']",8 September 2024,9,2024,ZHAFAR,,,"['https://apollo.olx.co.id/v1/files/66cc2f43848b9-ID/image', 'https://apollo.olx.co.id/v1/files/66cc2f44f29bb-ID/image', 'https://apollo.olx.co.id/v1/files/66cc2f44e0fdc-ID/image', 'https://apollo.olx.co.id/v1/files/66cc2f459e0e4-ID/image', 'https://apollo.olx.co.id/v1/files/66cc2f46b432c-ID/image', 'https://apollo.olx.co.id/v1/files/66cc2f46c5899-ID/image', 'https://apollo.olx.co.id/v1/files/66cc2f47ab1d7-ID/image', 'https://apollo.olx.co.id/v1/files/66cc2f47de67f-ID/image', 'https://apollo.olx.co.id/v1/files/66cc2f481711b-ID/image', 'https://apollo.olx.co.id/v1/files/66cc2f49ef7-ID/image', 'https://apollo.olx.co.id/v1/files/66d92ff054843-ID/image', 'https://apollo.olx.co.id/v1/files/66d92ff167437-ID/image', 'https://apollo.olx.co.id/v1/files/66d92ff2a9a4f-ID/image', 'https://apollo.olx.co.id/v1/files/66dc912a98106-ID/image', 'https://apollo.olx.co.id/v1/files/66dc912bf2b89-ID/image', 'https://apollo.olx.co.id/v1/files/66dc912c10acb-ID/image', 'https://apollo.olx.co.id/v1/files/66dc912ce5ed1-ID/image', 'https://apollo.olx.co.id/v1/files/66dc912d80d26-ID/image']",0,0,0,0,0,0,0
https://www.olx.co.id/item/rumah-murah-lokasi-strategis-akses-mobil-di-bojong-gede-iid-925514596,925514596,rumah murah lokasi strategis akses mobil di bojong gede,185000000.0,Rumah,50.0,36.0,2,1,0.0,0.0,0.0,0.0,1,1.0,SHM,jln raya. nanggela desa nanggerang bojong gede,Citayam,Depok Kota,Citayam,Citayam,0,1,"['Carport', 'Garden']","['rumah mewah minimalis modern bebas banjir lokasi sangat strategis.', 'akses mobil hanya 10 menit ke stasiun citayam.', 'pembayaran hanya bisa cash keras dan cash bertahap (tidak bisa kpr)', 'type 36/50m hanya 210jt saja. tersedia berbagai macam type unit rumah lainnyrumah ready dan indent bisa request coustem lay out dalam tata ruangan sesuai kebutuhan.', 'spesifikasi bangunan:', '- pondasi batu kali dan selup bertulang', '- dinding hable', '- lantai granit 60x60', '- rangka atap baja ringan', '- plafond gypsum', '- kusen pintu dan jendela kayu miranti oven', '- genteng flat metal pasir', '- meja dapur westafel dan meja kompor', '- listrik 1300wt', 'sanitar:', '- dinding kamar mandi kramik', '- closet duduk', '- toren air', '- mesin air semi jet pump sumur bor', 'keunggulan lokasi:', '- 10 menit ke stasiun bojonggede', '- 10 menit ke pasar bojonggede', '- 10 menit ke rs citama', '- 15 menit ke pintu tol kayumanis', '- dekat dengan pusat perbelanjaan', '- dekat dengan sarana pendidikan', '- dekat dengan sarana ibadah', 'yuk tunggu apa lagi buruan survey.']",8 September 2024,9,2024,Roihan Haibah,1300.0,,"['https://apollo.olx.co.id/v1/files/66dd4b9055591-ID/image', 'https://apollo.olx.co.id/v1/files/66dd4a142330e-ID/image', 'https://apollo.olx.co.id/v1/files/66dd4a102c8c2-ID/image', 'https://apollo.olx.co.id/v1/files/66dd4a10c9890-ID/image', 'https://apollo.olx.co.id/v1/files/66dd4a10d7a2e-ID/image', 'https://apollo.olx.co.id/v1/files/66dd4a10712c9-ID/image', 'https://apollo.olx.co.id/v1/files/66dd4a107a0a-ID/image', 'https://apollo.olx.co.id/v1/files/66dd4a10c550f-ID/image', 'https://apollo.olx.co.id/v1/files/66dd4a104f4ec-ID/image']",0,0,1,1,1,1,0
https://www.olx.co.id/item/rumah-muslim-di-cinangka-depok-dekat-pondok-cabe-harga-755-juta-kprs-iid-925513011,925513011,Rumah Muslim di Cinangka Depok Dekat Pondok Cabe Harga 755 Juta KPRS,830000000.0,Rumah,50.0,70.0,3,2,0.0,0.0,1.0,0.0,1,2.0,,,Sawangan,Depok Kota,Sawangan,Sawangan,0,1,,"['rumah muslim di cinangka depok dekat pondok cabe harga 755 juta kprs', ""yuk pilih hunian di ahsanu 'amala residence yang merupakan perumahan 2 lantai di dekat kawasan pondok cabe, tidak hanya menawarkan skema islami saja, tetapi kita juga menawarkan mulai dari lingkungan islami, konsep islami, bahkan pendidikan pesantren keluarga yang diikuti selama 5 tahun"", ""karena ahsanu 'amala residence berlokasi strategis di selatan jakarta yang hanya beberapa menit saja ke akses lokasi pusat perbelanjaan, akses tol, akses mrt lebak bulus, fasilitas kesehatan dan masih banyak lainnya"", 'di tambah alhamdulillah insyallah dikelilingi oleh tetangga muslim dan muslimah yang insyaallah membuat hunian menjadi semakin nyaman', 'dengan konsep pesantren keluarga. dimana developer tidak hanya membangun rumah, tapi juga membangun dan menciptakan lingkungan islami dengan menyediakan fasilitas serta program pesantren keluarga yang bisa diikuti oleh penghuni selama 5 tahun.', '1 unit ready stock type 86/48', 'luas bangunan : 86 m2', 'luas tanah : 48 m2', 'kamar tidur :3', 'kamar mandi : 3', 'lantai : 2 lantai + rooftop', 'dapur : 1', 'ruang tamu : 1', 'carport : 1 mobil 1 motor', 'harga 700 jutaan type 70/50', 'luas bangunan : 70 m2', 'luas tanah : 50 m2', 'kamar tidur : 3', 'kamar mandi : 2', 'lantai : 2 lantai (bisa custem rooftop)', 'dapur : 1', 'ruang tamu : 1', 'carport : 1 mobil 1 motor', 'selling point :', '-2 km dari jalan raya ciputat - parung', '-2,6 km dari rs mitra keluarga', '-3 km dari gerbang tol limo utara', '-4 km dari bandar udara pondok cabe', '-5 km dari gerbang tol pamulang', 'untuk kenyaman penghuni fasilitas perumahan di dukung dengan fasilitas :', '-musholla 2 lantai', '-gerbang one gate sistem', '-keamanan 24 jam', '-jaringan kabel bawah tanah', '-jaringan internet bawah tanah']",8 September 2024,9,2024,Ahsanu Amala Property,,,['https://statics.olx.co.id/olxid/misc/emptyState_v1.png'],0,0,1,1,0,1,0
https://www.olx.co.id/item/rumah-modern-free-renov-dekat-pitnu-toll-limo-1-hadap-timur-j-24394-iid-924261376,924261376,Rumah Modern Free Renov Dekat Pitnu Toll Limo 1 Hadap Timur J-24394,810000000.0,Rumah,66.0,77.0,3,2,1.0,0.0,0.0,0.0,1,1.0,SHM,,Limo,Depok Kota,Limo,Limo,0,0,,"['dijual cepat rumah minimalis seken, siap huni, bebas banjir, lokasi strategis dekat dengan fasilitas umum yang mudah diakses, sirkulasi udara baik yang nyaman dan aman untuk keluarga', 'harga nego', 'menerima kpr/cash', 'bisa dibantu kpr', 'menyediakan full furniture (sesuai permintaan customer)', 'de aruna residence', 'bojongsari - kota depok', 'shm', 'lt 66', 'lb 77', '1 lantai', '3 kamar tidur', '1 kamar pembantu', '2 kamar mandi', 'listrik 2200 va', 'sumber air tanah', 'hadap timur', 'fasilitas sekitar hunian:', '2 menit ke sdn durenseribu 4', '3 menit ke sd islam subulussalam', '4 menit ke sekolah dasar negri pengasinan 3', '4 menit ke sdn pengasinan 1', '5 menit ke smpn 14 depok', '7 menit ke smp islam arrihlah', '8 menit ke sma negeri terbuka depok', '15 menit ke sma negeri 5 depok', '10 menit ke pasar modern kalisuren', '15 menit ke pasar rakyat sawangan', '20 menit ke the park sawangan', '35 menit ke mall paradise walk serpong', ""40 menit ke d'mall depok"", '4 menit ke puskesmas duren seribu', '5 menit ke rumah sakit citra arafiq sawangan', '10 menit ke rsia citra insani', '10 menit ke puskesmas ragajaya', '10 menit ke terminal parung', '15 menit ke terminal sawangan', '25 menit ke stasiun citayam', '30 menit ke gerbang toll limo 1', '30 menit ke gerbang tol kukusan 3', '30 menit ke gerbang tol kukusan 4', '30 menit ke stasiun bojong gede', '35 menit ke stasiun depok', 'hubungi sekarang juga untuk konsultasi dan survey rumahnya (silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)']",9 September 2024,9,2024,Senny Pashouses,2200.0,Timur,"['https://apollo.olx.co.id/v1/files/66de02bc8b7d4-ID/image', 'https://apollo.olx.co.id/v1/files/66de02bc701c9-ID/image', 'https://apollo.olx.co.id/v1/files/66de02bdeb080-ID/image', 'https://apollo.olx.co.id/v1/files/66de02bdf1ae9-ID/image', 'https://apollo.olx.co.id/v1/files/66de02bd2bef2-ID/image', 'https://apollo.olx.co.id/v1/files/66de02be69aef-ID/image', 'https://apollo.olx.co.id/v1/files/66de02bee2dc5-ID/image', 'https://apollo.olx.co.id/v1/files/66de02be51d6c-ID/image', 'https://apollo.olx.co.id/v1/files/66de02bf69996-ID/image', 'https://apollo.olx.co.id/v1/files/66de02bf4091d-ID/image', 'https://apollo.olx.co.id/v1/files/66de02bfa4299-ID/image']",1,0,1,1,1,1,0
https://www.olx.co.id/item/rumah-usaha-utk-pensiunan-ada-2-toko-besar-iid-925511932,925511932,"RUMAH USAHA UTK PENSIUNAN, ADA 2 TOKO BESAR",910000000.0,Rumah,143.0,120.0,4,3,0.0,0.0,0.0,0.0,1,1.0,SHM,"BSI Pengasinan, sawangan, depok",Sawangan,Depok Kota,Sawangan,Sawangan,1,0,"['AC', 'Garasi', 'Gordyn']","['1. luas tanah 143 m2 / luas bangunan 120 m2,', '2. rumah menghadap ke timur', '3. pondasi batu kali, bata hebel, rangka baja ringan, plafon gipsun, atap geteng metal dan cat tembok garansi 5 thn', '4. sertifikat hak milik atas nama sendiri', '5. fasilitas 2 ruko besar(luas 2,6m x 7m), satu toko bs dikontrakan per tahun 10 jt (harga pasaran) satu toko lagi bisa dipakai untuk usaha sendiri.', '6. garasi mobil panjang dan luas', '7. kamar mandi 3 ( dikamar utama dan ruang keluarga, semua sower hemat air, wc duduk dan jongkok), satu lg di toko yg dikontrak', '8. kamar tidur 3 dan ada ac semua (ada kamar mandi dalam semua). dijamin +1 kmr utk art', '9. gudang, tempat gosok dan mushola (bisa untuk kamar tidur asisten rt juga).', '10. dapur+tempat cuci baju dan jemuran di didalam rumah, jadi aman dan sopan', '11. depan rmh, jalan utama perumahan, selalu ramai 24 jam, cocok utk usaha apa aja. jalanan beton semua, view indah. rmh menghadap timur sgt baik buat kesehatan.', '12. lingkungan dijamin asri, banyak pohon besar dan tanah lapang, jd banyak penyerapan air hujan, aman disaat kemarau masalah air, alhamdulillah. dan bebas banjir karena terletak didataran tinggi.', '13. dekat 5 mtr algamart, 20 mtr indomart, 100mtr puskesmas, praktek dokter, bengkel motor/mobil,  sayur, warung makan, warung', ', sd, smp, sma, masjid, mushola dan empang bagi yg suka mancing.', '14. harga 910 jt, bagi yg tdk nawar bonus mobil daihatsu sirion 2007 matic kondisi prima, foto bs liat di gambar']",14 September 2024,9,2024,A Basuni++,,Timur,"['https://apollo.olx.co.id/v1/files/66dd3a0471a03-ID/image', 'https://apollo.olx.co.id/v1/files/66dd3a052f791-ID/image', 'https://apollo.olx.co.id/v1/files/66dd3a05bb782-ID/image', 'https://apollo.olx.co.id/v1/files/66dd3a05862aa-ID/image', 'https://apollo.olx.co.id/v1/files/66dd3a06be7d8-ID/image', 'https://apollo.olx.co.id/v1/files/66dd3a07eb4eb-ID/image', 'https://apollo.olx.co.id/v1/files/66dd3a07c5304-ID/image', 'https://apollo.olx.co.id/v1/files/66dd3a086f209-ID/image', 'https://apollo.olx.co.id/v1/files/66dd3a0841f10-ID/image', 'https://apollo.olx.co.id/v1/files/66dd3a0812c04-ID/image', 'https://apollo.olx.co.id/v1/files/66dd3a09898f7-ID/image', 'https://apollo.olx.co.id/v1/files/66dd3a09d7216-ID/image', 'https://apollo.olx.co.id/v1/files/66dd3a0adfad3-ID/image', 'https://apollo.olx.co.id/v1/files/66dd3a0bdc7a4-ID/image', 'https://apollo.olx.co.id/v1/files/66dd3a0b71786-ID/image', 'https://apollo.olx.co.id/v1/files/66dd3a0cb6413-ID/image', 'https://apollo.olx.co.id/v1/files/66dd3a0c8215-ID/image']",1,0,0,0,1,0,1
