Latitude,Longitude,POI_Pendidikan,POI_Kesehatan_Kebugaran,POI_Transportasi,POI_Perbelanjaan,POI_Olahraga_Rekreasi,POI_Tempat_Ibadah,POI_Makanan_Minuman,POI_Fasilitas_Keuangan,Detail_POI_Pendidikan,Detail_POI_Kesehatan_Kebugaran,Detail_POI_Transportasi,Detail_POI_Perbelanjaan,Detail_POI_Olahraga_Rekreasi,Detail_POI_Tempat_Ibadah,Detail_POI_Makanan_Minuman,Detail_POI_Fasilitas_Keuangan
-6.259,106.837,60,26,37,33,40,51,11,30,"3 Deretan Area Sekolah, BKB PAUD Melati 08, BKB PAUD Pelangi, BKB PAUD Rosella, BKB Paud Dahlia, ILP, KB & TK Talenta, KB/TK Mutiara Indonesia, MI Al Falah, MI Daarul 'Ulum, MI Nurul Hidayah, MIS Unwanul Huda, PAUD As Sholihin, PG dan TK Mentari Caria, PG dan TK My First School, Ponpes Daarul Ishlah, Preschool Glowing Star, RA & MTs Raudhatul Ulum, RA. As Sa'adah, SD Duren Tiga 14 Pagi, SD Insan Muda Cendekia, SD Islam An Nizomiyah, SD Negeri 05, SD Negeri 07 Kalibata Timur, SD Negeri Duren Tiga, SD Negeri Duren Tiga 01 Pagi, SD Negeri Duren Tiga 05, SD Negeri Duren Tiga 13, SD Negeri Kalibata 01 Pagi & 09 Pagi, SD Negeri Kalibata 03, SD Negeri Kalibata 04 Pagi, SD Negeri Kalibata 11 Pagi, SD Negeri Pejaten Barat 11 Pagi, SD Negeri Pejaten Barat 12 Pagi, SMA Negeri 55 Jakarta, SMA Perguruan Cikini, SMK Karya Teladan, SMK Walisongo, MTs dan Diniyah Fathimatul Amin, SMP Negeri 124 Jakarta, SMP Negeri 182 Jakarta, SMP Negeri 227 Jakarta, SMP Negeri 238, SMP, SMA, SMK 28 Oktober Jakarta, STIE Dharma Bumi Putera, STMIK Bidakara, Sahabat Kecil Pre School, Sekolah Tinggi Teologi Reforce Indonesia, TK / TPA Raudhatul Jannah, TK An Nizomiyah, TK Ananda, TK Islam Baiturrahman, TK Islam Darul Hikmah, TK Islam Qudsi, TK Nur Muhammad, TK Rigatrik YPK PLN, TK Wijaya Kusuma, Yayasan Pendidikan As Sa'adah - TK As Sa'adah, Yayasan Pendidikan kaum Ibu kebayoran, Yayasan Perguruan Islam Daarul Hasanah Amanah, Yayasan Pesantren Islam Al Azhar (SMP-SMA Islam Al Azhar 2)","Apotik Melawai Pasar Minggu, Guardian, Karisma Utama, Klinik Denta Medika, Klinik Pratama, Klinik Pratama Nouvelle, Parahita Diagnostic Center, Posyandu, Posyandu Mutiara Bunda RW 06, Posyandu Pepaya, Puskesmas Kalibata I, Puskesmas Kecamatan Pancoran, Puskesmas Kecamatan Pancoran II, Puskesmas Kelurahan Kalibata 2, Puskesmas Kelurahan Pancoran, Puskesmas Kelurahan Tegal Parang, Puskesmas Pejaten Barat II, RS SILOAM ASRI, RS TRIA DIPA, Rumah Sakit Ibu Dan Anak Brawijaya Duren Tiga, Rumah Sakit Siloam ASRI, Rumah Sakit Tria Dipa, Rumah Sehat Kita, Sendang Bunda, Sinshe Tong Ren, dr Taralan Tambunan, SPA","Dammara, Empang 3, Graha Sucofindo, Haji Samali, Imigrasi 2, Jalan Bina Harapan, Jalan Minyak Raya, Jalan Pancoran Indah 1, Jalan Potlot, Jalan Veteran 1, Jalan Veteran 2, Komplek Polri Duren Tiga, Masjid Guru Amin, Nifarro Park, PLN Duren Tiga 1, PLN Duren Tiga 2, POM AD 1, POM AD 2, Perdatam, Pertani, Pertigaan Duren Tiga Raya, RS Duren Tiga 1, RS Duren Tiga 2, RS Tria Dipa, SMAN 55, SMK Karya Teladan, SMPN 124, Seberang Haji Samali, Seberang SMPN 124, Simpang Duren Bangka Timur, Simpang Duren Bangka Timur 2, Swadaya, Taman Makam Pahlawan Kalibata, Warung Buncit, Warung Jati","7-Eleven, Alfamart, Bittersweet By Najla - Kalibata, Carrefour, Daihatsu Sales, Service, Parts, FaoTour, Good Year Autocare, Holland Bakery, Honda, Imanuel, Indomaret, Isuzu Sales, Service, Parts, Jmart, Levi’s Outlet Store, Melawai, Pegadaian, Pelangi Grafika, Shell Select, Super Indo, Surya Sakti Ban, Suzuki Sales, Service, Parts, Tomb Stone Shops along the corner, Total Buah Segar Buncit Raya, Toyota Sales, Service, Parts, Wellen Print, Yamaha Sumber Mas, eureka!, skala reptile, snapy","Filari Sport Center, Lapangan Basket, Lapangan Tenis LMK PLN, Taman Komplek Garuda, Taman Komplek PT Pas, Taman Pemakaman","Al - Huda, GPIB Jamaat Ekklesia, Masjid Al Arsal, Masjid Al Azhar, Masjid Al Furqan, Masjid Al Hidayah, Masjid Al Khairiyah, Masjid Al Muawanah, Masjid Al Mujtami'in, Masjid At Talim, Masjid At Taqwa, Masjid Baitussalam, Masjid Buncit Indah, Masjid Daarul Ilmi, Masjid Daarul Mustaqiem, Masjid Guru Amin, Masjid Jami Ahmad Al Amin, Masjid Jami Al Fajri, Masjid Jami Al Falah, Masjid Jami Al Mujahidin, Masjid Jami Al Munawwar, Masjid Jami Al Muttaqien, Masjid Jami Baiturrahim, Masjid Jami Ikhwanul Muslimin, Masjid Jami Nasruminallah, Masjid Jami Nurul Islam, Masjid Jami' Al Hidayah, Masjid Jami' Arrohmaanurrohim, Masjid Jami' Arrohmah, Masjid Jami' At Taubah, Masjid Jami' Bait Al Rahman, Masjid Jami' Nurul Hidayah Kalibata, Masjid Nur Muhammad, Masjid Pejaten, Mushala At Taufiq, Mushola Al Ikhlas, Mushola Sa'adatul Ummah, Musholla Al-Barokah, Musholla An-Nur, Musholla Attaubah, Musholla Daruttaqwa, Musholla Guru Zain, Pura Kesatrya Loka, masjid Babussalam","Aceh Jame Kupi, Dimsum Widya - Pancoran, Imperial Tables - Rumah Sakit Siloam ASRI, KFC, Ketupat Sayur & Nasi Uduk Mandala, Kopi Oey, McDonald's, Sate Khas Senayan, Starbucks, Warunk Wow Jaksel - Kalibata, warung sate khas solo Pak Aris","BJB, BNI, BRI, BTN, Bank BJB Mampang, Bank Central Asia, Bank DKI, Bank Danamon, Bank Mandiri, Bank Muamalat, Bank Syariah Indonesia, MEGA, OCBC NISP, Panin Bank"
-6.268,106.764,58,12,50,14,27,27,15,6,"BKB PAUD Alifah, BKB PAUD An Nashirudin, BKB PAUD Nurul Athfaal, Emerald School, Emirates Primary and Junior High School, FKG Universitas Moestopo (Beragama), KB - TK Happy Holy Kids, MI Al Khairiyah, MI dan MTs Manarul Huda, MI dan MTs Nurussalam, Madrasah Ibtidaiyah, PAUD Al Falah, PAUD Bintang Kartika, PAUD Cahaya 12, PAUD Kacang Panjang 01, PAUD Puspita, Politeknik Karya Husada, RA Al Hasanah, RA Madinah Al Ikhlas, SD Negeri 01 dan 02 Bintaro, SD Negeri 03 Bintaro Pagi, SD Negeri 04 Bintaro, SD Negeri 05 Bintaro, SD Negeri 12 dan 13 Pagi Bintaro, SD Negeri Pesanggrahan 02 dan 03 Pagi, SD Negeri Pesanggrahan 10 Pagi, SD Negeri Pondok Pinang 01 dan 03 Pagi, 02 dan 04 Petang, SD Negeri Pondok Pinang 08 Pagi, SD Swasta Niaga Ekasari, SD dan SMP YPI, SLB, SMP, dan SMA Nurasih Wijaya, SMA Kartika X-1, SMA Negeri 86 Jakarta, SMK Negeri 18 Jakarta, SMP Negeri 177 Jakarta, SMP Negeri 87 Jakarta, Sekolah Islam Harapan Ibu, Sekolah Tinggi Pariwisata Trisakti, Sekolah Tinggi Theologi Ikat, TK Aisiyah BA, TK Al Husna, TK Amanah, TK Aulia, TK Bintang Mulia, TK Islam Alifa, TK Islam Sinar Umat, TK Islam Vidya Nur Iman, TK Kalpataru, TK Kartika X-2, TK Kartini, TK Mardi Lestari, TK Mutiara Insan, TK Nurul Fajri, TK Nurul Huda, TK Sejahtera I, TK Tat Twam Asi, TK Trijaya, TK Tunas Satria","Century, Klinik Bintaro Asri, Posyandu Kacang Panjang 1-2, Posyandu Katuk, Posyandu Katuk I, Posyandu Manggis, Posyandu Selada I, Posyandu Semangka, Puskesmas Kelurahan Bintaro, RS DR. SUTOYO PUSREHAB KEMHAN, Rumah Sakit Dr. Suyoto, Rumah Sakit Gigi Dan Mulut Fakultas Kedokteran Gigi Universitas Prof. Dr. Moestopo Bintaro","Acacia Residence, Bercabuana Sakti, Bintaro Kodam, Bintaro Park View, Cempaka, Exit Tol Veteran Bintaro, Flyover Bintaro, Gerbang Tol Veteran, Graha Nusantara, Grand Centro Bintaro, Jalan Bakti, Jalan Bintaro Barat, Jalan Bintaro Tengah, Jalan Bintaro Utama 1, Jalan Bintaro Utara, Jalan Bulak Sari, Jalan Depsos Raya, Jalan Gambas Kodam Bintaro, Jalan Guru Saleh, Jalan IKPN Bintaro, Jalan Murai II, Jalan Perdagangan Bintaro, Jln. H. Muhi Pondok Pinang, Jln. Pondok Pinang IV, Kel. Pondok Pinang, Kelurahan Bintaro, Kodam Bintaro, Kolong Tol Guru Saleh, Lapangan Hankam, Perlintasan Bintaro Puspita 1, Perlintasan Bintaro Puspita 2, Pertigaan Bintaro Taman Barat, RS Dr Suyoto, Rusun Rempoa, SDN Pesanggrahan 10, SDN Pondok Pinang 01 03, SMA Kartika, SMA Kartika X-1, SMPN 177, SPBU Bintaro Pondok Betung, SPBU Shell Rempoa, Seberang Bercabuana Sakti, Seberang Jalan Depsos Raya, Seberang Kelurahan Bintaro, Seberang Kodam Bintaro, Seberang RS Dr Suyoto, Simpang Deplu Veteran Raya, Simpang Kodam Bintaro Permai, Universitas Moestopo Bintaro, Veteran","Alfamart, Alfamidi, Holland Bakery Bintaro, Indomaret, Planet Ban RC Veteran Bintaro, Retrofone, Savart Experience Store, Shell Select, Super Indo, Toko Rosy's Veggies Organic Vegetables, Fruits & Milk, Total Buah Segar","Gelanggang Remaja Pesanggrahan, Lapangan Bola Putra Guna, Lapangan Kodam Arhanudse","Masjid Al Barkah, Masjid Al Hijrah, Masjid Al Husna, Masjid Al Ikhlas, Masjid Al Istiqomah, Masjid Al Mujahidin, Masjid Ar - Rahman, Masjid At Taqwa, Masjid Babussalam, Masjid Baiturahman, Masjid Jami Al Amien, Masjid Jami Al Karim, Masjid Jami An Nashirudin, Masjid Jami Darulsalamah, Masjid Jami Nurul Yaqin, Masjid Jami' Al Huda, Masjid Jami' An-Nur, Masjid Jami' At Taufiq, Masjid Madinah Al Ikhlas, Masjid SMAN 86 Jakarta, Masjid jami Asaadah, Musholla Al-Mukhlisin, Musholla Daarul Muta'allimin, Musholla Darul Mukhlishin","AROETALA, Angkringan TIKUM, Blenger Burger, De'Hoek, Domino's, House of Bulloh, JAELANSKY Bintaro, Mang Kabayan, Pecel Pincuk Godong Ijo, Sate RSPP Pertamina Bintaro, Seilera Bintaro, Shabu Hachi, Toko Kopi TUKU - Bintaro, Warkop ""AL"", Warung168spin","ATM BNI SPBU 34.12304, ATM CIMB NIAGA SPBU 34.12304, ATM Mandiri SPBU 34.12304, BNI, Bank Mandiri, Maybank"
-6.282,106.802,57,20,40,70,45,26,54,34,"Cikal, ESMOD, French School Jakarta, Hansel & Gretel, Ichthus School, Kinderland Preschool, Lembaga Bahasa LIA, MI Al Hurriyah, MTs Hidayatut Tholibin, Netherland Inter Community School, PAUD Al Barkah, PAUD Al- Huda, PAUD Melur, PAUD Meri Stroberi, PKBM Negeri 09 Cilandak, RA Al Akhyar, RA Mustika Jaya, SD Al Barkah, SD Islam As Saadah, SD Negeri Cilandak 04 Pagi, SD Negeri Cilandak 07 Pagi, SD Negeri Cilandak 09 Pagi, SD Negeri Cilandak Barat 01 Pagi, SD Negeri Cilandak Barat 03, SD Negeri Cilandak Barat 06 Pagi, SD Negeri Cilandak Barat 15 Pagi, SD Negeri Cipete Selatan 01, SD Negeri Cipete Selatan 3, SD Negeri Gandaria Selatan 01, SD SMP Yapenka, SMK Negeri 20, SMK Negeri 28 Jakarta, SMP Negeri 212 Jakarta, SMP Negeri 68 Jakarta, SMP Negeri 86 Jakarta, SMP Yaspia, Sekolah Islam Al Ikhlas, Sekolah Tinggi Teknologi Informasi NIIT, TK Al Hurriyah, TK Al Ikhlas, TK Al Mahri, TK Bahari, TK Birrul Amin, TK Dwi Matra, TK II YP BDN Cilandak, TK Islam Al Muawanah, TK Islam Al-Maghfiroh, TK Islam Al-Syukro Yawada'i, TK Kokeci, TK Negeri Cipete, TK Wahyu, Twinkle Star, UBS Business School, UEC Education - CITOS Jakarta Office, Yayasan Bakthi Ithada (SMP, SMA, SMK), Yayasan Dwi Matra, Yayasan Islam Al Muawanah","Al Ikhlas Medical Center, Essenskin Dermatovenereology, Klinik Cipete, Klinik SOS Medika, Posbindu Melur, Posyandu Anggrek Lansia, Posyandu Anyelir, Posyandu Aster VI, Posyandu Bahari IV, Posyandu Mawar, Posyandu Melati XIV, Posyandu Melur II, Posyandu Wahyu, Posyandu Wijaya Kusuma, Puskesmas Cilandak Barat, Puskesmas Cipete Selatan, Puskesmas Kecamatan Cilandak dan Rumah Bersalin, RS SETIA MITRA, Ratna, Rumah Sakit Setia Mitra","A, B, C, Cilandak Tengah, Cipete Raya TUKU, D, E, F, Gg. H. Satra Cipete, Gg. Tampak Siring Fatmawati, Golden Fatmawati, JGC Indonesia, Jalan Cilandak V, Jalan Intan, Jalan Pangeran Antasari, Jalan Puri Muara I, Jalan Puri Muara III, Jln. Caringin Utara, Jln. Caringin Utara I, Jln. Cipete IX, Jln. Cipete VIII, Jln. Pangeran Antasari, Pasar Mede, RPTRA Taman Gajah, Rumah Dinas BRI Cipete, Rumah Sakit Setia Mitra 1, Rumah Sakit Setia Mitra 2, SMKN 20, SMKN 28, SPBU Terogong, Sbr. Gg. H. Satra Cipete, Sbr. Jln. Pangeran Antasari, Sbr. RPTRA Taman Gajah, Sbr. SMKN 20, Sbr. SPBU Terogong, Seberang Golden Fatmawati, Seberang Jalan Pangeran Antasari, Stasiun Cipete Raya 1, Stasiun Cipete Raya 2, Wisma Subud","/kilo, AFI Tour, Ace Hardware, Alfamart, Alfamidi, All Fresh Simatupang, BMW, Baik’ers Garas, Baruna Motor, Bell Mart, Chief Barbershop, Circle K, Citos / Cilandak Town Square, Daihatsu Sales, Service, Parts, Doctor Accu, Fajar Raya, FamilyMart, Food Market, Geely, Good Wash, HERO, Holland Bakery, Honda Fatmawati, Indomaret, Itje Her Salon, Jakarta Ichiba, Jakarta Motorbikes, Jerin, Lawson, Lego, Levant Boulangrie Pattiserie - Cipete Selatan, Lotte Mart, Matahari, Mitsubishi Sales, Service, Parts, Nissan Sales, Service, Parts, OZ Tire, Paramita Ban, PasarGad Persian, Rapid, Rasa Spa, Revo Print Shop, S, Shell Select, Shop & Drive, ShowroomDaihatsu, Snapy, Subur Print, Super, Suzuki Sales, Service, Parts, Tb. Mutiara Jaya, Total Buah Segar RS Fatmawati, Toyota, Wijaya Musik, Yamaha Sales, Service, Parts, Yoong Motor - Bengkel Lampu Mobil & Custom Headlamp Jakarta Selatan","Cilandak Sports Center, Gold's Gym, Kobe fight club, Lapangan BRI, Lapangan Bola Elnusa, Maxima, RPTRA Taman Gajah, Urban Forest Cipete","GBI Golden Fatmawati, HKBP Resort Kebayoran Selatan, Masjid Al Barkah, Masjid Al Huda, Masjid Al Muttaqien, Masjid Al-Barkah, Masjid Al-Hidayah, Masjid Al-Ikhlas, Masjid Al-Istiqomah, Masjid Al-Karomah, Masjid At-Tarbiyah, Masjid At-Thoyibah, Masjid Baiturrahman, Masjid Baiturrahman El Nusa, Masjid Baitussalam, Masjid Birrul-Amin, Masjid Jami' Al Falah, Masjid Jami' Al Ihsan, Masjid Jami' Al-Akhyar, Masjid Jami' Al-I'tishom, Masjid Jami' Daarul Falah, Masjid Nurul Hikmah","AW, Abuba Steak - Cipete, Ayam Presto, Bao Bao, Bebek Tepi Sawah, Bengawan Solo, Distrikt, Dock Of Tuna - Jakarta, Domino's, Donut Bahagia, Dua Coffee @Cipete, Dunkin', Genki Sushi, Gontran Cherrier Cipete, Gordi hq kopi, Holy Cow!, Jakarta Coffee House, Jasmine Shop - Gandaria Selatan, Justus Steak House, KFC, Kafe Betawi, Kantine Elnusa, Kedai Disto, Kedai Kopi Tenong, Layàna, Little Osaka Food Town, Lotteria, McDonald's, Mum Thai, Oenpao, Pagi Sore, Pempek Pak Raden, Pizza Hut Delivery, Point Coffee, RM Sederhana, Rempah Wangi, Sabana, Shisha Cafe Citos, Social Affair, Starbucks, TOMORO Coffee, The Atjeh Connection, The Duck King, Three Folks, Titik Temu Coffee - Cipete, Toko Kopi TUKU - Cipete, Toodz House - Cipete, Tori_Bro, Upnormal, Warung Nasi Ria, the post","BNI, BNI Syariah, BPR Inti Dana, BRI, BTN, Bank BJB, Bank Central Asia, Bank Mandiri, Bank Mega, CIMB Niaga, DKI, Danamon, J Trust, Mandiri Syariah, Maybank, OCBC NISP, Panin"
-6.272,106.803,53,17,47,55,33,32,41,49,"Al Ittihadiyyah, BKB PAUD Tunas Harapan, Bambino Preschool, ESMOD, French School Jakarta, Lembaga Bahasa LIA, MI Al Ihsan, Madrasah Manaratul Islam, PAUD & TK Annur, PAUD Abain, PAUD Ahlakul Karimah, PAUD Al- Huda, PAUD Melur, PAUD Permata Bunda, RA Al Akhyar, RA Ananda, RA Mustika Jaya, RA Perwanida, SD Al Barkah, SD Islam As Saadah, SD Negeri Cipete Selatan 01, SD Negeri Cipete Selatan 05, SD Negeri Cipete Selatan 3, SD Negeri Cipete Utara 01, SD Negeri Cipete Utara 13 & 14 Pagi, SD Negeri Cipete Utara 15 Pagi, SD Negeri Gandaria Selatan 01, SD SMP Yapenka, SD Tadika Puri, SDIT BSC Al Futuwah, SMA Cendrawasih I, SMK Tunas Pembangunan, SMP Cendrawasih I, SMP Negeri 250 Jakarta, SMP Negeri 68 Jakarta, Sekolah Islam Al Ikhlas, Sekolah Tinggi Teknologi Informasi NIIT, TK Al Ikhlas, TK Birrul Amin, TK Cendrawasih II, TK Darul Ma'arif, TK Dwi Matra, TK Islam Al-Syukro Yawada'i, TK Islam Darussalam, TK Manaratul Islam, TK Mekar Melati, TK Mushola Iqro, TK Negeri Cipete, TK Pangudi Luhur, TK SD SMP SMA Darul Ma'arif, TK Taruna, TK Wahyu, Yayasan Pangudi Luhur","Al Ikhlas Medical Center, Essenskin Dermatovenereology, Klinik Cipete, Klinik Graha Medika, Klinik SOS Medika, Posbindu Melur, Posyandu Anggrek Lansia, Posyandu Kemuning, Posyandu Mawar, Posyandu Melur II, Posyandu Puri Asih I, Posyandu Wahyu, Puskesmas Cipete Selatan, Puskesmas Cipete Utara, Puskesmas Gandaria Selatan, RSUD KEBAYORAN BARU, RSUD Kebayoran Baru","A, Asem, B, C, Cipete Raya TUKU, D, E, F, Gang Haji Ayub, Gg. H. Satra Cipete, Gg. Tampak Siring Fatmawati, Golden Fatmawati, Haji Nawi, Haji Nawi Jalan Madrasah, Haji Nawi Jalan Timbul, ITC Fatmawati, Jalan Abdul Majid Raya, Jalan Mangga, Jalan Pangeran Antasari, Jalan Puri Muara I, Jalan Puri Muara III, Jln. Cipete IX, Jln. Cipete VIII, Jln. Pangeran Antasari, Puri Sakti, RPTRA Taman Gajah, Rumah Dinas BRI Cipete, Sbr. Gg. H. Satra Cipete, Sbr. Jln. Pangeran Antasari, Sbr. RPTRA Taman Gajah, Sbr. Yayasan Pangudi Luhur, Seberang Golden Fatmawati, Seberang ITC Fatmawati, Seberang Jalan Abdul Majid Raya, Seberang Jalan Pangeran Antasari, Seberang Prapanca Apartment, St. MRT Haji Nawi 1, St. MRT Haji Nawi 2, Stasiun Cipete Raya 1, Stasiun Cipete Raya 2, Stasiun Haji Nawi, Yayasan Pangudi Luhur","Alfamart, Alfamidi, Baik’ers Garas, Bell Mart, Bread Talk, Chief Barbershop, Circle K, Daihatsu Sales, Service, Parts, Doctor Accu, FamilyMart, Holland Bakery, Honda Fatmawati, ITC Fatmawati, Indomaret, Itje Her Salon, Jakarta Ichiba, Jakarta Motorbikes, Kago, Kawasaki Sales, Service, Parts, Kopi Kenangan, Lawson, Levant Boulangrie Pattiserie - Cipete Selatan, Lotte Mart, MOR, Mutiara, Najma Global, PT. Gesits Technologies Indo, Paramita Ban, Piramida, Plaza Mebel, Ratu, S, Second Chance, Shell Select, ShowroomDaihatsu, SiBersih Shoes Care - Cipete, Subur Print, Tb. Mutiara Jaya, Toyota, Universal, Wuling Sales, Service","GOR Cipete Badminton Club, Lapangan BRI, Lapangan SMP Cendrawasih I, RPTRA Taman Gajah, Ramboe, Urban Forest Cipete","Al Ikhlas, GBI Golden Fatmawati, HKBP Resort Kebayoran Selatan, Masjid Al Amin, Masjid Al Hasanah, Masjid Al Huda, Masjid Al Ikhlas, Masjid Al-Akhyar, Masjid Al-Barkah, Masjid Al-Ihsan, Masjid Al-Ikhlas, Masjid Al-Istiqomah, Masjid Al-Karomah, Masjid Al-Mukhlisin, Masjid Al-Munir, Masjid At-Thoyibah, Masjid Birrul-Amin, Masjid Darut-Taqwa, Masjid Jami Al Muttaqien, Masjid Jami An Nur, Masjid Jami BSC Al Futuwwah, Masjid Jami Nurul Yaqin, Masjid Jami' Al-Akhyar, Masjid Jami' Al-I'tishom, Masjid Nurul Huda, Mushola Al-Muhajirin, Musholla, Musholla Al-Malikiyah, Musholla At-Thayyibah, Musholla Nurul Hidayah","AW, Abuba Steak - Cipete, Ayam Presto, Bengawan Solo, Dapur Ola - Cipete Utara, Distrikt, Dock Of Tuna - Jakarta, Donut Bahagia, Dua Coffee @Cipete, Dunkin', Gontran Cherrier Cipete, J.Co, Jakarta Coffee House, Justus Steak House, KFC, Kedai Disto, Kedai Kopi Tenong, Lotteria, Magia Coffee - Cipete, McDonald's, Oenpao, Pagi Sore, Point Coffee, RM Sederhana, Rhythm Room, Richeese Factory, Sixty, Starbucks, TOMORO Coffee, The Atjeh Connection, Titik Temu Coffee - Cipete, Toko Kopi TUKU - Cipete, Toko Kopi TUKU - Fatmawati (Online Delivery Only), Toodz House - Cipete, Tori_Bro, Upnormal, Warung Bali Pak Gede, Winglok - Antasari, the post","BNI, BPR Inti Dana, BRI, BTN, BTPN, Bank Central Asia, Bank Index, Bank Jasa Jakarta, Bank Mandiri, Bank Syariah Indonesia, Bjb, CIMB Niaga, DKI, J Trust, MEGA, MNC Bank, Mandiri Syariah, Maybank, Muamalat, Panin, Panin Bank, Permata, Permata Bank, Shinhan, Sinarmas, State Bank of India, Yudha Bhakti"
